number,description,createdAt,updatedAt
711,"It enwraps its prey in its hairlike arms.
It sings joyfully as it observes the
suffering of its prey.","2018-07-18 03:15:32","2018-07-18 03:15:32"
712,"Using air of -150 degrees Fahrenheit, they
freeze opponents solid. They live in herds
above the snow line on mountains.","2018-07-18 03:50:33","2018-07-18 03:50:33"
713,"The way several Bergmite huddle
on its back makes it look like
an aircraft carrier made of ice.","2018-07-18 03:27:47","2018-07-18 03:27:47"
714,"Even a robust wrestler will become
dizzy and unable to stand when exposed
to its 200,000-hertz ultrasonic waves.","2018-07-18 03:16:03","2018-07-18 03:16:03"
715,"The ultrasonic waves it emits from its ears
can reduce a large boulder to pebbles.
It swoops out of the dark to attack.","2018-07-18 03:49:46","2018-07-18 03:49:46"
716,"When the horns on its head shine
in seven colors, it is said to be
sharing everlasting life.","2018-07-18 03:51:32","2018-07-18 03:51:32"
717,"When its life comes to an end, it absorbs
the life energy of every living thing
and turns into a cocoon once more.","2018-07-18 03:49:21","2018-07-18 03:49:21"
718,"It’s thought to be monitoring the ecosystem.
There are rumors that even greater power lies
hidden within it.","2018-07-18 03:50:26","2018-07-18 03:50:26"
719,"It can instantly create many diamonds
by compressing the carbon in the air
between its hands.","2018-07-18 03:15:45","2018-07-18 03:15:45"
720,"It is said to be able to seize anything it desires
with its six rings and six huge arms. With its power
sealed, it is transformed into a much smaller form.","2018-07-18 03:49:58","2018-07-18 03:49:58"
721,"It expels its internal steam from the
arms on its back. It has enough
power to blow away a mountain.","2018-07-18 03:15:33","2018-07-18 03:15:33"
722,"Silently it glides, drawing near its targets. Before
they even notice it, it begins to pelt them with
vicious kicks.","2018-07-18 03:14:15","2018-07-18 03:14:15"
723,"It throws sharp feathers called blade quills
at enemies or prey. It seldom misses.","2018-07-18 04:11:34","2018-07-18 04:11:34"
724,"Although basically cool and cautious, when it’s
caught by surprise, it’s seized by panic.","2018-07-18 04:12:00","2018-07-18 04:12:00"
725,"It doesn’t allow its emotions to be easily seen.
Earning its trust takes time. It prefers solitude.","2018-07-18 03:28:22","2018-07-18 03:28:22"
726,"It boasts powerful front legs. With a single
punch, it can bend an iron bar right over.","2018-07-18 03:26:41","2018-07-18 03:26:41"
727,"After hurling ferocious punches and flinging
furious kicks, it finishes opponents off by
spewing fire from around its navel.","2018-07-18 03:50:48","2018-07-18 03:50:48"
728,"This Pokémon can control water bubbles. It
practices diligently so it can learn to make
big bubbles.","2018-07-18 03:14:44","2018-07-18 03:14:44"
729,"It cares deeply for its companions. When its
Trainer is feeling down, it performs a cheery
dance to try and help.","2018-07-18 03:14:53","2018-07-18 03:14:53"
730,"Its singing voice is its chief weapon in battle.
This Pokémon’s Trainer must prioritize the daily
maintenance of its throat at all costs.","2018-07-18 03:26:45","2018-07-18 03:26:45"
731,"This Pokémon feeds on berries, whose leftover
seeds become the ammunition for the attacks it
fires off from its mouth.","2018-07-18 03:15:51","2018-07-18 03:15:51"
732,"By bending its beak, it can produce a variety of
calls and brand itself a noisy nuisance for
its neighbors.","2018-07-18 04:12:05","2018-07-18 04:12:05"
733,"Within its beak, its internal gas ignites,
explosively launching seeds with enough power
to pulverize boulders.","2018-07-18 04:10:32","2018-07-18 04:10:32"
734,"It wanders around in a never-ending search for
food. At dusk, it collapses from exhaustion and
falls asleep on the spot.","2018-07-18 03:49:43","2018-07-18 03:49:43"
735,"It adores having Rattata and Raticate for dinner,
but as it’s diurnal, it never encounters them.
This Pokémon boasts incredible patience.","2018-07-18 03:14:44","2018-07-18 03:14:44"
736,"They often gather near places frequented by
electric Pokémon in order to avoid being
attacked by bird Pokémon.","2018-07-18 04:12:30","2018-07-18 04:12:30"
737,"From the food it digests, it generates electricity,
and it stores this energy in its electric sac.","2018-07-18 03:50:43","2018-07-18 03:50:43"
738,"It produces electricity via an electrical organ in
its abdomen. It overwhelms bird Pokémon with
shocking beams of electrical energy.","2018-07-18 03:28:24","2018-07-18 03:28:24"
739,"It punches so much, its pincers often come off
from overuse, but they grow back quickly. What
little meat they contain is rich and delicious.","2018-07-18 03:14:45","2018-07-18 03:14:45"
740,"It just throws punches indiscriminately. In times
of desperation, it can lop off its own pincers
and fire them like rockets.","2018-07-18 03:14:19","2018-07-18 03:14:19"
741,"This Oricorio has sipped red nectar. Its
passionate dance moves cause its enemies
to combust in both body and mind.","2018-07-18 03:50:10","2018-07-18 03:50:10"
742,"Myriads of Cutiefly flutter above the heads of
people who have auras resembling those
of flowers.","2018-07-18 03:15:24","2018-07-18 03:15:24"
743,"Some of Ribombee’s pollen puffs are highly
nutritious. They are sometimes sold
as supplements.","2018-07-18 03:14:44","2018-07-18 03:14:44"
744,"This Pokémon has lived with people since times
long ago. It can sense when its Trainer is in the
dumps and will stick close by its Trainer’s side.","2018-07-18 04:10:23","2018-07-18 04:10:23"
745,"When properly raised from a young age, it will
become a trustworthy partner that will
absolutely never betray its Trainer.","2018-07-18 03:26:52","2018-07-18 03:26:52"
746,"It’s awfully weak and notably tasty, so everyone
is always out to get it. As it happens, anyone
trying to bully it receives a painful lesson.","2018-07-18 03:50:06","2018-07-18 03:50:06"
747,"It’s found crawling on beaches and seafloors.
The coral that grows on Corsola’s head is as
good as a five-star banquet to this Pokémon.","2018-07-18 03:15:22","2018-07-18 03:15:22"
748,"Those attacked by Toxapex’s poison will suffer
intense pain for three days and three nights.
Post-recovery, there will be some aftereffects.","2018-07-18 03:14:27","2018-07-18 03:14:27"
749,"It has a stubborn, individualistic disposition.
Eating dirt, making mud, and playing in the mire
all form part of its daily routine.","2018-07-18 03:50:45","2018-07-18 03:50:45"
750,"Its heavy, mud-covered kicks are its best
means of attack, and it can reduce large trucks
to scrap without breaking a sweat.","2018-07-18 04:11:59","2018-07-18 04:11:59"
751,"When it comes across enemies or potential prey,
this Pokémon smashes its
water-bubble-covered head into them.","2018-07-18 03:15:35","2018-07-18 03:15:35"
752,"Despite what its appearance suggests, it cares
for others. If it finds vulnerable, weak Pokémon,
it protectively brings them into its water bubble.","2018-07-18 04:13:16","2018-07-18 04:13:16"
753,"They give off a sweet and refreshing scent.
Cutiefly often gather near the tall grass where
Fomantis are hiding.","2018-07-18 03:50:05","2018-07-18 03:50:05"
754,"It fires beams from its sickle-shaped petals.
These beams are powerful enough to cleave
through thick metal plates.","2018-07-18 03:15:17","2018-07-18 03:15:17"
755,"As it drowses the day away, it nourishes itself
by sucking from tree roots. It wakens at the fall
of night, wandering off in search of a new tree.","2018-07-18 03:16:44","2018-07-18 03:16:44"
756,"It emits flickering spores that cause drowsiness.
When its prey succumb to sleep, this Pokémon
feeds on them by sucking in their energy.","2018-07-18 03:14:43","2018-07-18 03:14:43"
757,"Volcanoes or dry, craggy places are its home.
It emanates a sweet-smelling poisonous gas
that attracts bug Pokémon, then attacks them.","2018-07-18 03:28:23","2018-07-18 03:28:23"
758,"Filled with pheromones, its poisonous gas can
be diluted to use in the production of
luscious perfumes.","2018-07-18 03:16:10","2018-07-18 03:16:10"
759,"A touch from anyone except a known friend
sends it into a surging frenzy. It’s an incredibly
dangerous Pokémon.","2018-07-18 03:14:53","2018-07-18 03:14:53"
760,"This Pokémon has the habit of hugging its
companions. Many Trainers have left this world
after their spines were squashed by its hug.","2018-07-18 03:49:52","2018-07-18 03:49:52"
761,"Although it’s too sugary for human consumption,
Bounsweet’s sweat can be watered down into a
juice with just the right amount of sweetness.","2018-07-18 03:27:14","2018-07-18 03:27:14"
762,"This Pokémon is always bouncing around
energetically. Other Pokémon are attracted by
its lively appearance and pleasant aroma.","2018-07-18 03:50:21","2018-07-18 03:50:21"
763,"A Pokémon known for the beauty of its
well-shaped legs, it sometimes appears as a
mascot in advertisements for beauty salons.","2018-07-18 03:02:35","2018-07-18 03:02:35"
764,"Baths prepared with the flowers from its vine
have a relaxing effect, so this Pokémon
is a hit with many people.","2018-07-18 03:50:15","2018-07-18 03:50:15"
765,"Deep in the jungle, high in the lofty canopy, this
Pokémon abides. On rare occasions, it shows up
at the beach to match wits with Slowking.","2018-07-18 04:12:30","2018-07-18 04:12:30"
766,"They battle with hard berries for weapons.
Their techniques are passed from the boss to
the group, generation upon generation.","2018-07-18 03:03:19","2018-07-18 03:03:19"
767,"Its habitat varies from beaches to seabeds.
A natural scavenger, it will gleefully chow down
on anything edible, no matter how rotten.","2018-07-18 03:15:51","2018-07-18 03:15:51"
768,"It battles skillfully with its six arms, but spends
most of its time peacefully meditating in caves
deep beneath the sea.","2018-07-18 03:02:46","2018-07-18 03:02:46"
769,"It takes control of anyone who puts a hand in its
mouth. And so it adds to the accumulation of
its sand-mound body.","2018-07-18 03:14:43","2018-07-18 03:14:43"
770,"Buried beneath the castle are masses of
dried-up bones from those whose vitality
it has drained.","2018-07-18 03:14:55","2018-07-18 03:14:55"
771,"These Pokémon line the beaches. The sticky
mucous that covers their bodies can be used to
soothe sunburned skin. How convenient!","2018-07-18 03:15:19","2018-07-18 03:15:19"
772,"Due to the danger that this synthetic Pokémon
may go on a rampage, it wears a control mask
to restrain its power.","2018-07-18 03:27:23","2018-07-18 03:27:23"
773,"Although its name was Type: Null at first, the
boy who evolved it into this form gave it the
name by which it is now known.","2018-07-18 02:58:13","2018-07-18 02:58:13"
774,"Strong impacts can knock it out of its shell. This
Pokémon was born from mutated nanoparticles.","2018-07-18 03:15:29","2018-07-18 03:15:29"
775,"The log it holds was given to it by its parents at
birth. It has also been known to cling to the arm
of a friendly Trainer.","2018-07-18 03:50:06","2018-07-18 03:50:06"
776,"It gushes fire and poisonous gases from its
nostrils. Its dung is an explosive substance and
can be put to various uses.","2018-07-18 03:16:10","2018-07-18 03:16:10"
777,"The long hairs on its back act as lightning rods.
The bolts of lightning it attracts are stored as
energy in its electric sac.","2018-07-18 03:14:05","2018-07-18 03:14:05"
778,"A lonely Pokémon, it conceals its terrifying
appearance beneath an old rag so it can get
closer to people and other Pokémon.","2018-07-18 03:14:48","2018-07-18 03:14:48"
779,"It stuns its prey with psychokinesis and then
grinds them to mush with its strong teeth.
Even Shellder’s shell is no match for it.","2018-07-18 03:27:36","2018-07-18 03:27:36"
780,"This Pokémon is friendly to people and loves
children most of all. It comes from deep in the
mountains to play with children it likes in town.","2018-07-18 03:50:24","2018-07-18 03:50:24"
781,"The soul of seaweed adrift in the waves became
reborn as this Pokémon. It maintains itself with
new infusions of seabed detritus and seaweed.","2018-07-18 03:15:16","2018-07-18 03:15:16"
782,"They live in mountains where no trace of
humans can be detected. Jangmo-o grow
little by little as they battle one another.","2018-07-18 03:50:59","2018-07-18 03:50:59"
783,"It sheds and regrows its scales on a continuous
basis. The scales become harder and sharper
each time they’re regrown.","2018-07-18 03:28:24","2018-07-18 03:28:24"
784,"Its rigid scales function as offense and defense.
In the past, its scales were processed and used
to make weapons and other commodities.","2018-07-18 03:15:30","2018-07-18 03:15:30"
785,"It confuses its enemies by flying too quickly for
the eye to follow. It has a hair-trigger temper
but forgets what made it angry an instant later.","2018-07-18 04:12:00","2018-07-18 04:12:00"
786,"As it flutters about, it scatters its strangely
glowing scales. Touching them is said to restore
good health on the spot.","2018-07-18 03:14:13","2018-07-18 03:14:13"
787,"The guardian deity of Ula’ula is a lazy Pokémon.
It commands plants to immobilize its foes and
then deals them a savage blow with its horns.","2018-07-18 03:13:53","2018-07-18 03:13:53"
788,"The guardian deity of Poni, it can control water.
People say it can create pure water that will
wash away any uncleanness.","2018-07-18 03:27:46","2018-07-18 03:27:46"
789,"In ages past, it was called the child of the stars.
It’s said to be a Pokémon from another world,
but no specific details are known.","2018-07-18 03:14:06","2018-07-18 03:14:06"
790,"There’s something accumulating around the
black core within its hard shell. People think
this Pokémon may come from another world.","2018-07-18 03:27:32","2018-07-18 03:27:32"
791,"This Pokémon is said to be a male evolution of
Cosmog. At the activation of its third eye, it
departs for another world.","2018-07-18 04:13:17","2018-07-18 04:13:17"
792,"Said to live in another world, this Pokémon
devours light, drawing the moonless dark veil of
night over the brightness of day.","2018-07-18 04:12:33","2018-07-18 04:12:33"
793,"One of the Ultra Beasts. It’s unclear whether or
not this Pokémon is sentient, but sometimes it
can be observed behaving like a young girl.","2018-07-18 02:58:11","2018-07-18 02:58:11"
794,"A mysterious life-form called an Ultra Beast.
Witnesses saw it pulverize a dump truck with a
single punch.","2018-07-18 03:14:26","2018-07-18 03:14:26"
795,"One of the Ultra Beasts. It refuses to touch
anything, perhaps because it senses some
uncleanness in this world.","2018-07-18 03:27:18","2018-07-18 03:27:18"
796,"It appeared from the Ultra Wormhole. It raided a
power plant, so people think it energizes itself
with electricity.","2018-07-18 03:49:57","2018-07-18 03:49:57"
797,"One kind of Ultra Beast. Witnesses have seen it
burn down a forest by expelling gas from its
two arms.","2018-07-18 03:15:17","2018-07-18 03:15:17"
798,"One of the Ultra Beast life-forms, it was
observed cutting down a gigantic steel tower
with one stroke of its blade.","2018-07-18 03:14:25","2018-07-18 03:14:25"
799,"A dangerous Ultra Beast, it appears to be eating
constantly, but for some reason its droppings
have never been found.","2018-07-18 03:51:27","2018-07-18 03:51:27"
800,"Light is apparently the source of its energy.
It has an extraordinarily vicious disposition
and is constantly firing off laser beams.","2018-07-18 03:51:26","2018-07-18 03:51:26"
801,"Its mechanized body is merely a vessel. Its true
self is its Soul-Heart, an artificial soul.","2018-07-18 03:15:11","2018-07-18 03:15:11"
802,"It lurks in the shadows of others, copying their
movements and powers. This Pokémon is craven
and cowering.","2018-07-18 03:26:38","2018-07-18 03:26:38"
